,Unnamed: 0,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,retweeted_text_x,retweeted_text_y
163,163,Thu Apr 30 23:12:11 +0000 2020,1255998411360346117,1255998411360346117,"A devastating loss - another member of our trans community lost to hate crimes. 
Serena was full of life and Queens will remember her that way.
#sayhername https://t.co/EBKu6aC394",False,"[0, 179]","{'hashtags': [{'text': 'sayhername', 'indices': [144, 155]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/EBKu6aC394', 'expanded_url': 'https://www.cbsnews.com/news/transgender-women-puerto-rico-bodies-serena-angelique-velazquez-layla-pelaez-sanchez/', 'display_url': 'cbsnews.com/news/transgend…', 'indices': [156, 179]}]}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,134,697,False,False,False,en,,
164,164,Wed Apr 29 20:21:48 +0000 2020,1255593144239960066,1255593144239960066,"Tomorrow, Thursday, April 30 at 12pm, Queens Public Library is hosting a program titled, ""Surviving COVID-19: Strategies for Small Businesses."" To participate, use this link: https://t.co/DV30ZjyOjA",False,"[0, 198]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/DV30ZjyOjA', 'expanded_url': 'https://queenslib.org/3eC68Kd', 'display_url': 'queenslib.org/3eC68Kd', 'indices': [175, 198]}]}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,33,125,False,False,False,en,,
165,165,Wed Apr 29 17:36:05 +0000 2020,1255551441118416896,1255551441118416896,Thank you so much to our incredible service providers assisting homeless LGBTQ youth during this especially difficult time #TrueColorsDay https://t.co/l21TImtkFD,False,"[0, 137]","{'hashtags': [{'text': 'TrueColorsDay', 'indices': [123, 137]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/l21TImtkFD', 'expanded_url': 'https://twitter.com/TrueColorsUnite/status/1255466863838011393', 'display_url': 'twitter.com/TrueColorsUnit…', 'indices': [138, 161]}]}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,True,41,186,False,False,False,en,,
166,166,Wed Apr 29 13:51:20 +0000 2020,1255494882807947265,1255494882807947265,"Today, at 11AM, the City is offering a webinar on how to complete your PPP and EIDL applications. Sign up here: https://t.co/C2eLx9EPRc",False,"[0, 135]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/C2eLx9EPRc', 'expanded_url': 'https://bit.ly/SBSPPPEIDL', 'display_url': 'bit.ly/SBSPPPEIDL', 'indices': [112, 135]}]}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,13,59,False,False,False,en,,
167,167,Tue Apr 28 11:46:19 +0000 2020,1255101030645280770,1255101030645280770,RT @NYCImmigrants: Celebrating #Ramadan: Free Halal Meals at NYC Meal Hubs https://t.co/KxxwfgRvsH,False,"[0, 98]","{'hashtags': [{'text': 'Ramadan', 'indices': [31, 39]}], 'symbols': [], 'user_mentions': [{'screen_name': 'NYCImmigrants', 'name': 'NYC Immigrant Affairs', 'id': 115670062, 'id_str': '115670062', 'indices': [3, 17]}], 'urls': [], 'media': [{'id': 1253768059115966466, 'id_str': '1253768059115966466', 'indices': [75, 98], 'media_url': 'http://pbs.twimg.com/media/EWZHaDJWkAIC0Xz.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EWZHaDJWkAIC0Xz.jpg', 'url': 'https://t.co/KxxwfgRvsH', 'display_url': 'pic.twitter.com/KxxwfgRvsH', 'expanded_url': 'https://twitter.com/NYCImmigrants/status/1253769068294922242/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1152, 'h': 1152, 'resize': 'fit'}, 'medium': {'w': 1152, 'h': 1152, 'resize': 'fit'}}, 'source_status_id': 1253769068294922242, 'source_status_id_str': '1253769068294922242', 'source_user_id': 115670062, 'source_user_id_str': '115670062'}]}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,35,0,False,False,False,en,,
168,168,Mon Apr 27 23:06:20 +0000 2020,1254909777269985280,1254909777269985280,"RT @Lin_Manuel: ¡Oye NYC! Estamos a 11 puntos por debajo de la nación en el censo, así que aquí estoy de nuevo con NYC Census 2020 @JulieMe…",False,"[0, 140]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Lin_Manuel', 'name': 'Lin-Manuel Miranda', 'id': 79923701, 'id_str': '79923701', 'indices': [3, 14]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,95,0,False,False,,es,,
169,169,Mon Apr 27 23:06:12 +0000 2020,1254909741379264512,1254909741379264512,"RT @Lin_Manuel: Hey, NYC! We're 11 points behind the nation on census numbers, so I'm working again w/ NYC Census 2020 @JulieMenin. If you…",False,"[0, 139]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Lin_Manuel', 'name': 'Lin-Manuel Miranda', 'id': 79923701, 'id_str': '79923701', 'indices': [3, 14]}, {'screen_name': 'JulieMenin', 'name': 'Julie Menin', 'id': 40893150, 'id_str': '40893150', 'indices': [119, 130]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,464,0,False,False,,en,,
170,170,Mon Apr 27 23:03:21 +0000 2020,1254909024560168967,1254909024560168967,"Individuals who have experienced hate crimes and bias-based incidents are encouraged to call the Attorney General's hotline at 1-800-771-7755, or email Civil.Rights@ag.ny.gov",False,"[0, 174]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,144,547,False,False,,en,,
171,171,Fri Apr 24 19:50:48 +0000 2020,1253773405200973824,1253773405200973824,RT @KateKizer: It's simple. Congress must “focus [its] attention on the national pandemic response and economic relief for people across th…,False,"[0, 140]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KateKizer', 'name': 'Kate Kizer 🍑', 'id': 2962571709, 'id_str': '2962571709', 'indices': [3, 13]}], 'urls': []}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,44,0,False,False,,en,,
172,172,Fri Apr 24 14:12:17 +0000 2020,1253688214025646080,1253688214025646080,"Are you a New Yorker and concerned that a family member of yours isn't getting proper care in a nursing home? If so, we encourage you to file a complaint by calling 833-249-8499 or by https://t.co/5BhAkPW8Y9.",False,"[0, 208]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/5BhAkPW8Y9', 'expanded_url': 'http://visitingwww.ag.ny.gov/nursinghomes', 'display_url': 'visitingwww.ag.ny.gov/nursinghomes', 'indices': [184, 207]}]}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,49,209,False,False,False,en,,
173,173,Thu Apr 23 21:00:00 +0000 2020,1253428431406026752,1253428431406026752,As salaamu alaikum!  Ramadan Mubarak to all of those observing this blessed month! https://t.co/qydGailger,False,"[0, 82]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1253366026777001985, 'id_str': '1253366026777001985', 'indices': [83, 106], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1253366026777001985/pu/img/n8lkbgg96AmMfUkR.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1253366026777001985/pu/img/n8lkbgg96AmMfUkR.jpg', 'url': 'https://t.co/qydGailger', 'display_url': 'pic.twitter.com/qydGailger', 'expanded_url': 'https://twitter.com/RepAOC/status/1253428431406026752/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,1420,8472,False,False,False,en,,
